id	text	misogynous	misogyny_category	target
646	@Keguro_ The women act like they don't have options. Yet dick is all over. When women realize there is EXCESS men is when they stop putting up trash.	1	discredit	passive
647	@tinaokore The cunt from where you earn a living.	1	discredit	active
648	i'm finna block this hoe cus bitch u weird fr.	1	discredit	active
649	@jhanyaaa_ @gloyaltydeee You a hoe if there's other bitches	1	discredit	active
650	@RRyan012 You are the sloppy queen of sucking cock	1	discredit	active
651	Roses are red, violets are blue. You a bitch ass hoe, and yo momma one too. @sha_babyy17 Yeet	1	discredit	active
652	@chAinedDesiress I know you do, slut https://t.co/Q39cuUKocS	1	discredit	active
653	being nauseous is stupid and a pussy move, like @ my body just fucking vomit already you bitch. let’s GO.	1	discredit	active
654	@BetsyDeVos You are Satan's whore. Hell will welcome you.	1	discredit	active
655	This nigga is on snap fucking a bitch while she sucking somebody else's dick 😂😂😂 bruh	1	discredit	active
656	How you take half naked pics but you not a hoe? Smh fake ass bitch.	1	discredit	active
657	get u a girl with a resting bitch face that only smiles at u	1	discredit	passive
658	I would tag your stupid ass but you bothered and blocked me, so should I tag your new bitch? 😭😂	1	discredit	active
659	this hoe gone say ' I want some dick but not in my vagina' like girl 😭😭😭😭	1	discredit	active
660	@forevercellular yeah the stupid bitch	1	discredit	active
661	@alycia_douglas Your baby and boyfriend know you a hoe? #FUCKIT	1	discredit	active
662	@VinylCarBooty I can assure you (someone very close to me worked with her for years) she is an absolute cunt.	1	discredit	active
663	They really need Nerf down bitch ass symmetra with her little whore ass turrets	1	discredit	active
664	To whatever pussy bitch that broke into my car, FUCK YOUUUUU	1	discredit	active
665	This bitch whom I won't name on Facebook is such a shameless woman ruining a relationship. #getalife #stopspreadinglies #hoe	1	discredit	active
666	@xWildKitty @iball @Maxxllovesya @Twitch Or stop being a whore on twitch you rat	1	discredit	active
667	straight people flirting boy: *takes girls phone and fucking smashes it to pieces* you’re stupid and a bitch girl: omg Kyle...stooop 😂 😂	1	discredit	active
668	If you still have your seXXXy Halloween pic as your profile photo you're actually a full time all year round slut	1	discredit	passive
669	Females be thinking they Pussy fire cuz u say fuck under yo breath first of all I forgot I had a whole bitch😂😂	1	discredit	passive
670	What an absolute cock womble this cunt is. Does she also alude to the fact she recieved FREE university education aswel. https://t.co/sEo9SBVrbk	1	discredit	active
671	Good morning sweet peeps! Woke up to see that Gini blocked me! Her lost the stupid bitch! Have a good day all! I know I will! 🤗😘💕🌠💖	1	discredit	active
672	congrats slut he's yours you win :)	1	discredit	active
673	That bitch yarelis think im stupid im good bitch ur nasty as can stay fucking your cousin aint wasting my time on no hoe	1	discredit	active
674	@ImCardiB being a empowering woman type a bitch on IG	1	discredit	active
675	I honestly despise women who bitch and whine about sexism and equality, yet they're being literally just as bad.	1	discredit	passive
676	Lol bitch you a hoe	1	discredit	active
677	@PopCrave He can choke and so does his bitch hoe	1	discredit	active
678	Good bitch I’m glad u got dumped he is never coming back to your life dumb bitch you a hoe	1	discredit	active
679	@iDliciouz Good bitch I’m happy u got dumped u a hoe stupid bitch u ugly u gonna b alone forever stupid hoe	1	discredit	active
680	You can't be a HOE &; try to come back to someone. Bitch it don't work like that👌🏽👐🏽	1	discredit	active
681	WHO'S THE WHORE NOW YOU PIECE OF SHIT	1	discredit	active
682	@dino_akin lol plot twist ..what if your girl is secretly a hoe 🤷🏽‍♂🤷🏽‍♂	1	discredit	active
683	Bitches be havin no education,no job,no house and still got the nerves to say all these niqqas want is pussy buh bitch WTF!! do yo hav?😂😂😂	1	discredit	passive
684	@JuliaHB1 It's alright Julia, we already know how vile you are, no need to ram the point home	1	discredit	active
685	If that bitch goin let her keep goin goin till dat hoe gone like home run	1	discredit	active
686	I never trapped around no bitch except Te cuz hoes be showin da next nigga ya plays💯💯💯	1	discredit	active
687	@MajaMihajilovic First of all I’m not transgender but what if I was? Stupid petty ass bitch 👏🏼☠️	1	discredit	active
688	@CatherineMendo5 hi Best l see someone fucking girl comment bad in your pic.why you not block the bitch girl name kayleigh corbett	1	discredit	active
689	This cunt likes every single post on that bitch's account and she doesn't even follow him	1	discredit	active
690	You rawin that hoe & that pussy dirty	1	discredit	active
691	@__kayjahrayne Bc she a stupid hoe 👏🏻 it’s her loss... I’ll always be here for you 😍	1	discredit	active
692	I hate when bitches be actin selfish with the pussy know damn well they out here fuckin the whole city bitch probably burnin smh the nerve	1	discredit	passive
693	my dad just drove past the chicago theater. long time no see you dirty slut	1	discredit	active
694	Ion take hoe shit from nan bitch but that’s the difference between a little girl and a grown ass woman they don’t know when to SHUT UP	1	discredit	active
695	@JaneyGodley @LDTEEstore I've met a few women who are complete Dicks , being a dick isn't the preserve of males	1	discredit	passive
696	@Kirinodere So uhh what if you call a sweedish woman a 'slut'	1	discredit	active
697	@Exolkaiwife88 @EXOpassion :') this whore is damn sexy @baekhyunsexyass tbh this girl knew how to name her acc :')	1	discredit	active
698	He was being nice and cool. You were Being an attention whore. Next time explicitly say you’re not interested instead of flexing for Twitter https://t.co/96IJ7u0IjA	1	discredit	active
699	you will never catch me out here sharing a nigga , bitch you can have that nigga 🤗💯 i ain’t sharing no dick if I had a nigga bob 💪🏾	1	discredit	active
700	why whore when you could cookie?	1	discredit	active
701	Wanna be like u could be fucking working for him some day you fucking little slut	1	discredit	active
702	@letyourvoicego @frbidden1 BITCH I AIN'T NO HOE	1	discredit	active
703	@WDRBNews Why is this stupid bitch still relevant?	1	discredit	active
704	Tell us how big a #Slut you are and we tell the world! https://t.co/DYAsLFxr6q	1	discredit	active
705	@CatterzMang you drunken slut, come play overwatch	1	discredit	active
706	HOLLERINGGGGGGG. stupid baby bitch. https://t.co/najC1jRpBq	1	discredit	active
707	i skipped english a few days ago so i didn’t know about an assignment and this stupid bitch is making fun of me subtlety	1	discredit	active
708	That bitch is a Grade A whore! https://t.co/KZI7SHEdNF	1	discredit	active
709	@HillaryClinton 'a cold, conniving bitch' and a lesbian... sorta explains why married women voted AGAINST YOU... SCHADENFREUDE reigns https://t.co/oJ5OCMtBuy	1	discredit	active
710	@JemSummers You ungrateful whore. . . I'd have bought it n everything 😂	1	discredit	active
711	@Goguen @MarcuzJauregui @Bathanii Shut the fuck up, you stupid ass bitch	1	discredit	active
712	Hoes ain't shit I'll die happy lonely..... Kuz I'll be damn if I trust another bitch who don't make her own money.......	1	discredit	active
713	@antoniettecc You love and support this slut tho	1	discredit	active
714	@GhostofGigi Are you calling me a Twitter Whore? Kiss indeed..	1	discredit	active
715	Be careful what you do to a good woman because you will have to deal with the bitch you created 😏	1	discredit	passive
716	No one cares about you agta don't be so stupid bitch	1	discredit	active
717	i bet everyone is like damn this bitch stupid she was proposed to and she keeps calling nicky her gf not her fiance	1	discredit	active
718	watching “teeth” this bitch pussc biting everybody dick off😳	1	discredit	active
719	I pampered the bitch and she went and abandoned the kid for some amateur dick 🤦🏽‍♂️	1	discredit	active
720	@AngelaRoss1 @WSJ No room for anyone illegal. Color or wealth is not the criteria, you stupid bitch.	1	discredit	active
721	Only a goofy bitch calls to tell you some violent ass shit a child wants to do with you cause of something their toxic ass said. Dumb hoe	1	discredit	active
722	'I know. And pregnant women can be a real bitch. Sadly, I know from experience. Ah well. Lifes no longer like that.' https://t.co/LCSHPiNHxa	1	discredit	passive
723	I wish y'all hoes with no self respect would stop putting y'all sex life on twitter bitch be a lady please 🤢	1	discredit	passive
724	“She a hoe” “She ugly” “She fat” “Her head trash” “Her pussy dry” “Her pussy stank” https://t.co/6ny17KEyJb	1	discredit	active
725	how the hell that bitch know him? hmmm she just proved to me that she's really a whore	1	discredit	active
726	@FullTimeDEVILS You can't go to bed with a whore and complain about getting VD. This is Jose. This is us now.	1	discredit	active
727	@BaconNSquats “Big slut” is the new “Hottie McHotterson”. It’s a compliment. I’ve always thought you looked like a big slut, boo! 😘	1	discredit	active
728	My bitch so bad that I don’t even go to sleep!! Pussy so good it make you wanna buy a ring #Guwop	1	discredit	active
729	a girl KNOS wen a bitch likes her mans 🤣🤣😁	1	discredit	passive
730	Glad I already seen this hoe😂 that bitch was wylin though https://t.co/U1L05rTDwU	1	discredit	active
731	@becksss___ Love you😘 be nice if I could retweet ya but youre a pussy bitch on private😂	1	discredit	active
732	Dirty dick ass nigga .. I hope that bitch catch sum	1	discredit	active
733	I found out something about this chick that was hiding something from me lmao bitch can't hide anything from me fake ass lying hoe	1	discredit	active
734	These hoes do to much and these niggas bitch made LF	1	discredit	active
735	@dualipuhs Leave my ship alone you whore https://t.co/zJB6R2Pbzv	1	discredit	active
736	There is a big reason you are lonely and it’s because you are such a fricken whore that no man can trust or respect you, so stop bitchin’	1	discredit	active
737	Ik that bitch was a hoe jus tried to change her but these hoes wana be hoes	1	discredit	active
738	A fvcking bitch who is a hoe to everyone https://t.co/EhdwqsI8jg	1	discredit	active
739	@AnalBDSMPlaisir You have proper right for being anal whore!	1	discredit	active
740	Some women are mad arrogant, man. How much of a douche would I sound like if I went around saying “You just talked yourself out some dick”	1	discredit	passive
741	@MariBurrlaFlare You tried to spazz out on me too whore for waking your narcoleptic ass up 🤔	1	discredit	active
742	@marvin_emily 'Getting lit off trays of fucking Molly you mermaid loving slag' - the only true response to give her	1	discredit	active
743	Hoe just called me a Chauffeur bitch I'm a shuttle driver	1	discredit	active
744	Told the bitch I like her & her girlfriend 😈	1	discredit	active
745	@shoe0nhead June, sweetie, might I suggest that you tell this condescending bitch to shut her trap hole?	1	discredit	active
746	bitch you're a grown ass women https://t.co/77DNSI4m9e	1	discredit	active
747	Because no one likes being a stupid bitch, alone..... https://t.co/Z7xhwpgkWj	1	discredit	active
748	Let me tell yall sum...yall barbz who fucking wit my sis @NICKISDAUGHTER_ Come talk to me bitch cause i will pull up on a hoe...	1	discredit	active
749	@curvethan fucking hoe ass fucking cunt shut ur fucking dirty ass mouth you fucking bitch im gonna fucking block you	1	discredit	active
750	Like for one bitch you ain’t never let me not any nigga I know fuck u been a paid hoe and you didn’t get the $200 in Miami butch drown	1	discredit	active
751	My girl make my shit solid as a rock when she kiss me you hoes just not attractive 💀🤦🏾‍♂️🚮 https://t.co/plkshgcF32	1	discredit	active
752	hoes really b geeked talkin bout 'what frontal' BITCH THAT ONE😂 your stylist is shitty. try again next time.	1	discredit	active
753	This girl really think I’m dumb 😂 bitch I know you scam stop DM me about that shit	1	discredit	active
754	Whoever made these, ya moms a mf hoe bitch -.- https://t.co/ccAHTnGr4j	1	discredit	passive
755	@family__jules You're a vapid whore &; one day you'll be ugly and begging for dick scraps	1	discredit	active
756	Like the hoe went to Miami’s to be a hoe got sunt didnt get the money and wanted me to pay for her way back ?????? Bitch please	1	discredit	active
757	@DeeSmokingGas I care , fuck that stupid bitch who quoted this saying nobody cares	1	discredit	active
758	Trustttttt me! 😂😂😂 The girl ting works for him, “just stay in your lane, bitch.” https://t.co/4k1sEyQ89V	1	discredit	active
759	Anyone would think that Julie Hartley-Brewer is jealous of rape victims, the way the vacuous, malicious cunt is going on about it.	1	discredit	active
760	@MidevaChristy youre just a shameless stupid cunt .get a life !!	1	discredit	active
761	@LindseyGrahamSC I have watched you talk out of both sides of your mouth for months now. We see you. Nothing but a greedy fame whore.	1	discredit	active
762	some girl really tryna pick a fight bc I was 'standoffish' at a conference. bitch I'm workin	1	discredit	active
763	@E_flee25 Yo this bitch is blowing my shit 😑fr talking bout I'm trying to talk to her girl shawty won't even show her face .	1	discredit	active
764	@JulieBorowski Oh, so we're talking about you. My dad would always say a bitch is a woman that won't sleep with you ... Classy guy huh?	1	discredit	active
765	I don't have to tell my homies not to take women cus they don't want us we just move on to the next bitch 💯	1	discredit	passive
766	People talk down on women who don't want broke niggas for no reason, I wouldn't want a broke bitch	1	discredit	passive
767	had to block all my rl friend bc of that stupid hoe @ameliaorodio	1	discredit	active
768	bitch bitch dont be mad, you better be glad kus this the best piece of pussy that ya man ever had 🤸🏽‍♂️ https://t.co/JJIRxyMrqk	1	discredit	passive
769	@CNN Stupid bitch. Only speaks up when it fits her narrative. Yet she supported Harvey and the serial rapist bill Clinton	1	discredit	active
770	U dont so why tweet it 😂😂 the only bitch u talk to is HELLLO ME TF WHORE 🙄😂 https://t.co/Pe6CdXLoAL	1	discredit	active
771	Fuck off you stupid fucking CUNT OH MY GODDDDDDDD	1	discredit	active
772	@Niki1352 @chelseahandler what a bitch u are. why call her a beast? I get u support trumps pussy grabbing, teen pageant ogling, serial marrying, but why r u a bitch	1	discredit	active
773	The pretty hoe really got that mexican girl hoein for her lmaaaooooo	1	discredit	active
774	Bitch your a fucking idiot, I don't even need a counter argument. More like you can't take your head out your ass s… https://t.co/qUHivJeAo6	1	discredit	active
775	Bitch don’t come to me as a woman .... Cuz yo nigga came at me single 🤷🏽‍♀️😒😂	1	discredit	active
776	This is when a guy says something like “I don’t want to date a hoe” n a woman responds with “But you n your sister got different daddies” bitch so...still not dating a hoe lol https://t.co/sMQcWdZnRL	1	discredit	passive
777	Good pussy never comes from a bad bitch... 😒 https://t.co/Q1DSNN42N5	1	discredit	passive
778	i'd get on yo ass just like some britches, my girl ah woop yo ho she throw dem bitches 🕺🏾🕺🏾	1	discredit	active
779	@KimKardashian in this full length fur coat calling this girl a whore 😂😂😂😂 bad bitch	1	discredit	active
780	Ancient women of Greece would withhold sexual pleasure from men to end wars 2017: Modern women make mixtapes for what they do for the dick	1	discredit	passive
781	You a childish ass bitch if u don't suck dick and u a gay ass nigga if u don't eat pussy 💯🤣 Idc let's argue	1	discredit	active
782	Asked this bitch where she wanna eat, she said 'Porkys' and I'm done with white women man I don't care how fire the box is	1	discredit	active
783	your girlfriend lookin at me like a groupie in this bitch!	1	discredit	active
784	@Deeejjaaa if I get one more email from your ass ima blow that bitch up	1	discredit	active
785	'Your dick too small' Bitch first of all your pussy too deep https://t.co/zKIMmpwe2T	1	discredit	active
786	knuckle up cause I'll fight for mines Yo pussy petty, U wasting time .. U seasonal, part time U get fucked up fuckin w/ mine U lil bitch	1	discredit	active
787	@family__jules You're not a woman for posting that, you're just a big ole bitch	1	discredit	active
788	Bitch mad cuz I nutted quick... first of all yo pussy just good so be happy	1	discredit	active
789	Love how going to an all girls school gives you a sixth sense for life of knowing when a woman is an absolute bitch	1	discredit	passive
790	God that old lady was a cunt. People are so fucking stupid when it comes to being handed money	1	discredit	active
791	@scorpiomel64 @lomadia @itsDanBull @seankent Chill your beans you crazy bitch just because you have a cunt doesn’t mean you resort straight to using it	1	discredit	active
792	@Peartopear @percoIator @Forslaytion Weird bummy ass bitch block me back whore 😂😂	1	discredit	active
793	Treacherous traitorous bitch. Sold out her country, and women for money and fame. https://t.co/mTARGZ0LqU	1	discredit	active
794	@VijayTrehan9 @Swamy39 Ask your mom, you son of filthhyy pimp. BTW how's your mom surviving in her Red Light District Area quarters	1	discredit	active
795	@MsJuliaa1 Lets fuck whore stepmom bitch style https://t.co/JMIXZRrD7H	1	discredit	active
796	i miss this bitch ass whore	1	discredit	active
797	Now his slag mother has been blown up hopefully that lil cunt gets it nxt as well https://t.co/BTmxENcXKR	1	discredit	active
798	Fuck off Holly you slag #thismorning	1	discredit	active
799	@katgoessocial 1 in 3 women hahahahahahaha will you ever fuck off!!!!!! Stupid cunt	1	discredit	active
800	Wtf you're a skank bitch https://t.co/fM11umv18t	1	discredit	active
801	Fellas, if you have a good girl in your life cherish her and love her, because most of these girls/women rather play the Hoe💯	1	discredit	passive
802	Gonna be the sexiest Bat Woman in that bitch😈😈😈	1	discredit	active
803	Bitch wtf u unfollow me for if u just gone twatch me and comment on what u THINK is about u hoe , play with ya pussy or sum not me .	1	discredit	active
804	' I'm a classy bitch. ' First of all, you are a tranny street whore who jerks off 19 y/o s off for money in Krishna Nagar during nights.	1	discredit	active
805	@JamesBarnett1 @finers9 @Francis_Dom domthis would/should be goal of the season already stupid cunt refs	1	discredit	active
806	Jervea ass bout to really come up missing stupid hoe got me sick 🤦🏾‍♂️	1	discredit	active
807	@HillaryClinton Wife mom CROOK THIEF. Murderer Woman abuser .Weinstein supporter.Cunt	1	discredit	active
808	great my lymph node is swollen again. shows how stressed i am cos of some fucking whore &; her spreadshit &; stupid frens who believe her.	1	discredit	active
809	If your girlfriend doesn't like that bitch, you don't talk to that bitch.	1	discredit	active
810	you stupid fucking whore mom	1	discredit	active
811	why is this women walking outside yelling like bitch we in a white neighborhood chill out 😕	1	discredit	passive
812	@DebbieDoes69 going to bring your Slut whore ass to the states	1	discredit	active
813	@Bubbleuwu Do I have to fight another bitch ass looking cunt today?	1	discredit	passive
814	A big sour whore bag, should never play hard to get when all she's does is fling up da pussy in all kind of styles to all kinds of men #fact	1	discredit	passive
815	@RelleSaidSo703 Girl the hoe is dumb.	1	discredit	active
816	Da best piece of pussy I got was from a bitch at waffle house that hoe was from Mississippi.. Pussy was tight and slippery	1	discredit	active
817	@HillaryClinton shut up bitch no one fucking likes you! Suck start a shotgun worthless cunt	1	dominance	active
818	@CNN Hillary Clinton does give a shit about women that's why she lied again she is now keeping all the Harvey Weinstein money GREEDY BITCH	1	discredit	active
819	sometimes your girlfriend gets kidnapped by a bird and her bitch	1	discredit	active
820	@roniasinron Or you were just being a hoe and hurt it slut droppin on ya girl at the club xx	1	discredit	active
821	@OMG_ImSoAwesome True slow your role bitch n get your ass outta here 😉🐼xx	1	discredit	active
822	Your girlfriend is a coke whore	1	discredit	active
823	Also. Some of you Latina women and your white people racism can also eat a giant dick. Cuz they don't like your ass either. 👏🏾	1	discredit	passive
824	'I don't want to be like the jealous girlfriend who won't let you have friends' bitch you have to be my girlfriend first	1	discredit	active
825	Tonight is the Victoria's Secret fashion show.. Let the female tweets begin about how they wish their bodies were as good! #WomenSuck	1	discredit	passive
826	@hezzzzah why? So you can look like a trashy mess? #WomenSuck	1	discredit	active
827	I dont see why some people get so offended by what i say. its not like im making this shit up, women really do suck.	1	discredit	passive
828	RT @KGJump12: Sometimes I want a girlfriend, but then I quickly remember how i hate women	1	discredit	passive
829	What is the difference between a woman and a catfish? One is a bottom feeding scum sucker and one is a fish	1	discredit	passive
830	What does a woman and a tampon have in common? They're both stuck up bitches	1	discredit	passive
831	RT @OklahomaHoney_: Everyone needs to follow @YesAllMenBitch because they're hilarious and feminists are gross 😂	1	discredit	passive
832	@OklahomaHoney_ feminists are many more things than just gross	1	discredit	passive
833	What's the difference between your wife and your job? After 5 years, your job still sucks	1	discredit	active
834	Women who strive to be 'equal' to men lack ambition #YesAllMen	1	derailing	passive
835	Why do people make snowmen instead of snowwomen? It's too hard to hollow out the head	1	discredit	passive
836	#LateNightThoughts how many Congressman dicks did women suck to finally gain voting rights	1	discredit	passive
837	@SportsCenter The lack of women in these pictures >>>> just like it should be #YesAllMen	1	discredit	passive
838	#PrayForPaulGeorge #UK #UKIP #PoliticsMatters All #women with a degree in 'Women's Studies' should go to prison. http://t.co/6n4V9kBtya	1	discredit	passive
839	#sexworkersagainstfeminism are invited to join the #blog . End #feminism today! http://t.co/6n4V9kBtya	1	discredit	passive
840	#Women are naturally lazy. This is why #feminism is popular as they want privilege without responsibility. http://t.co/6n4V9kBtya laxy	1	discredit	passive
841	They've made it almost impossible for Men to be dominant, in the matriarchal western society. fuckfeminism	1	discredit	passive
842	Pro Tip- There's nothing but sad lonely bitches at the bar drinking away their 'I'm a lonely loser' feels today	1	discredit	passive
843	Pro Tip- Always call skinny girls fat, they live that shit 🌚	1	discredit	passive
844	'Come up here and say somethin now you broke, beggin, fingers in the booty ass bitch' https://t.co/2T1Ub2dS8F	1	discredit	active
845	When you decide to trade your testicles in for a psychotic bitch https://t.co/o7r0N7bGAx	1	discredit	active
846	How you bitches look with your snapchat filters https://t.co/nOkSlAMy0Y	1	discredit	passive
847	I have condoms everywhere so bitches think I'm responsible. Lol I'm not. Fuck condoms.	1	discredit	passive
848	When you're sexting a bitch and you think you dropped the fire but she blocks you and you never hear from her again https://t.co/TRNgpJlzyc	1	discredit	active
849	Her- I thought I told you.... Me- yo you better chill on that attitude, bitch https://t.co/m5QR3Tvwt8	1	discredit	active
850	I'm only fuckin doctors and lawyers from now on. At least if they go nuts I know they have somethin to lose unlike these sluts workin retail	1	discredit	passive
851	I gotta stop posting about not wearing condoms cause these bitches is startin to make me wear condoms	1	discredit	passive
852	When you ride past that bitch that don't like you https://t.co/zKED6TgVXE	1	discredit	active
853	When you're a childish bitch https://t.co/z0RsjgODrC	1	discredit	passive
854	Can you bitches stop pulling ya pants up above your belly button, you look like my fuckin grandfather	1	discredit	passive
855	When you finally get the bitch to leave https://t.co/mIpt5K5R6l	1	discredit	passive
856	If she's doin this, she's about to suck the souls of 10 dead men out your dick https://t.co/Gwk0buCok1	1	discredit	active
857	Dear Facebook, Jus coz I have these whores numbers in my phone doesn't mean I want them seeing my personal life, please stop suggesting them	1	discredit	active
858	I wonder if she comes with fuckboy Ken that makes her squirt... https://t.co/JXJFhFpEel	1	discredit	active
859	How bitches gonna act at my funeral https://t.co/gTgiKNPRED	1	discredit	passive
860	Ok but @queensoverbitch makes me add her to all DMs just FYI https://t.co/4XJSSCAZa8	1	discredit	active
861	When you eat the wrong bitches ass https://t.co/vcyGyLuZ9i	1	discredit	passive
862	Some of you bitches should be puttin coconut oil up your vag with ya stank ass twat	1	discredit	passive
863	That one cock blockin ass bitch you can never get past https://t.co/38eLMkQp5f	1	discredit	active
864	When your side bitch tells you she's pregnant and keeping it https://t.co/8AXX2vCOxm	1	discredit	active
865	I gotta stop opening DMs when I'm drunk... I wake up like who TF is this bitch and why did I send her a dick pic	1	discredit	active
866	I get curved all the time IDGAF, there's too much pussy out here to trip off any bitch	1	discredit	passive
867	If I ask you how many men you slept with and you actually know, you're not the girl for me	1	discredit	passive
868	I might be old but at least I came up in a time when hip hop was in its prime and people didn't have bitch ass feelings	1	discredit	passive
869	Snapchat finally has an accurate filter for these bitches.... The goddamn devil	1	discredit	passive
870	When she's being a huge cunt https://t.co/mG4JxqahyP	1	discredit	active
871	When you're breaking up with a bitch but you're a savage with a great sense of humor https://t.co/shld9JxgaK	1	discredit	active
872	When you're both a couple of filthy whores https://t.co/MgCHRRKHVq	1	discredit	active
873	Mom- Katie why would you send this kind of picture to daddy Katie- that's not dad, mom Mom- you dirty little whore https://t.co/AjVQrxtbcl	1	discredit	active
874	Bitches that wear chokers that aren't complete whores is why I hate you bitches	1	discredit	passive
875	Pro Tip- Fuck bitches in their 30's... No one wants them so they're easy and they're also experienced	1	discredit	passive
876	@themeredith bitches love electric toothbrushes in their twats...	1	discredit	passive
877	Y'all say 'slut' and 'whore' like its a bad word... I say that shit cause I'm attracted to a bitch	1	discredit	active
878	When you know you've found the perfect slut for you ❤️🍕🍕 https://t.co/4gHtF9qXbI	1	discredit	passive
879	If she's over 18 and owns anything Hello Kitty.... Get that bitch in bed, she knows things that you didn't even know existed	1	discredit	passive
880	@queensoverbitch and we're smarter than that bitch	1	discredit	active
881	Shoutout to all the girls that can't go swimming this summer cause their body will wash off...	1	discredit	passive
882	@queensoverbitch I run from those bitches	1	discredit	passive
883	You mean before she sucked dick for fame? https://t.co/GSMTuhDugL	1	discredit	active
884	If I wear a condom with you, just know that's me being blatantly disrespectful to you and your putrid vagina	1	discredit	active
885	If you idiots would stop tryin to save these hoes you'd probably get a lot more pussy	1	discredit	active
886	You sick bitch https://t.co/2B02VWCbZ0	1	discredit	active
887	When you wait to have sex till you're married and you realize the pussy is garbage https://t.co/DklZm7dfXe	1	discredit	passive
888	I can always tell a bitches age by her tattoos... Sleeve, she's younger than me, tramp stamp, she's my age...	1	discredit	active
889	Too bad some of you bitches can't draw on a better personality, the way you draw on your fuckin eyebrows	1	discredit	passive
890	I can't imagine growing up with one of these twenty-somethin thot ass bitches as my mom. #blessed	1	discredit	active
891	I love it when married bitches start posting inspirational memes about having a strong relationship... Single in 3-2-1...	1	discredit	passive
892	Bitches be like 'my man has never cheated on me' lol nah bitch, you're just too stupid to catch him	1	discredit	passive
893	I'm picky AF when it comes to girls... Until a girl wants to bring her not so cute friend over for a threesome	1	discredit	passive
894	When y'all see that bitch that's been talkin shit, but you refrain cause you've been tryin to grow as a person https://t.co/179xRMdiyg	1	discredit	active
895	Never trust a girl with 'makeup artist' in her bio... They're professional liars... They can even make your own eyes lie to you	1	discredit	passive
896	All bitches do is lie, talk shit and fuck up their eyebrows	1	discredit	passive
897	Bitches can't keep a man for shit but got a steady ass work husband at all times	1	discredit	passive
898	How basic bitches wash away their weekend sins and mistakes https://t.co/pw5xSg1ENt	1	discredit	passive
899	Stop sayin you have resting bitch face... Bitch you just ugly AF	1	discredit	active
900	Women bleed so much because God realized he made a mistake and is trying to kill them. Right|	1	discredit	passive
902	@BBCNewsnight How many woman do you think willingly sucked the cock of a Hollywood producer to further their career?	1	discredit	passive
903	boo you whore	1	discredit	active
905	@Aditi08 To me Any girl messaging and calling , initially i was like 'chalo koi to bhaw de rahi' then bitch was selling pyramid scheme 🙄	1	discredit	active
906	Lml 'no matter what color a girl is she's still a hoe' That's funny. https://t.co/cAo9ds9VgY	1	discredit	passive
907	No matter what color a girl is she still a ho 😂😂 https://t.co/vXak8C0jV2	1	discredit	passive
910	Girls hear you say “fuckk” during sex and think her pussy bomb First of all hoe my Girlfriend on her way	1	discredit	active
911	you a stupid hoe you a you a stupid hoe	1	discredit	active
912	Fuck off you stupid cunt https://t.co/N5ASjrnHOm	1	discredit	active
913	What do you call a women that has a brain? Pregnant with a baby boy.	1	discredit	passive
914	When your girls actin a fool so you let your side bitch listen https://t.co/6Kd08AQCe1	1	discredit	active
915	If your girl keeps a toothbrush in her car, she's a hoe	1	discredit	passive
916	If you're a man, women can't be trusted. They'll turn against you, it's in their nature.!	1	discredit	passive
917	the ONLY good thing a woman ever did was my mom farting me out of her disgusting front butt|	1	discredit	active
918	after nearly 2 years this bitch came back to our home only to be hysterical. when will this bitch get hit by a raging bus????	1	sexual_harassment	active
919	Hysterical over here bc every bitch with eye liner & an iPhone 7 is a model now 😂	1	discredit	passive
920	@erinandrewcunis Hahahahaha so hysterical she the real living proof cher cherry picker we have only bitch read da real KSU SB Hit! I Alo!	1	stereotype	passive
921	seeing hoes blatantly try to take my man then watching him turn their lame thot ass down is truly fucking hysterical 😂 lol bitch u tho(ugh)t	1	discredit	active
922	I woke up to the most hysterical message. “Wtf is @yasminvaaa in jail?” 😂😂😂 Nooo! You dumb bitch she’s in boot camp.	1	discredit	active
923	I've even seen this in express itself in real life recently, truly surreal. Women are losing their minds, which is hysterical	1	stereotype	passive
924	Fox’s “hysterical female” rears her head in this season’s cautionary tale about what happens when men give women too much power. #AHSCult	1	dominance	passive
925	@clairlemon @AnthonydByrne22 I myself have had quite enough of hysterical and damaged and fearful women claiming to speak for all womankind.	1	stereotype	passive
926	Wonder why some women get hysterical here. Climacteric is understandable but social networking surely ain’t a pageant to perform.	1	stereotype	passive
927	@thistallawkgirl @anaislaffin You hysterical women caught up in more conspiracy theories again? 😂😂😂 liberals are to… https://t.co/VdYulaKbsm	1	stereotype	active
928	@KatMari05015136 @TheDweck @anaislaffin So happy you hysterical women who believe in conspiracy theories lost 👌🏼👌🏼🇺🇸🇺🇸	1	stereotype	active
929	Doctors created vibrators after growing tired of masturbating 'hysterical' women https://t.co/K3Lp9QGPfE https://t.co/6gOpyhlgTd	1	dominance	passive
930	@ibthatdood It's the nature of women to want to be guided by a strong man. Hysterical go -girl feminist types are fi… https://t.co/mpxW7kyBp1	1	dominance	passive
931	@willsbug @Gregco5088 Fuck all to do wae him it..and I just can't be annoyed with hysterical mong women who talk sh… https://t.co/k9rwbRUmSE	1	discredit	active
932	@ryrie_rob Knickers is a tangle, aye? Don't like women much do you? Hysterical things aren't they? Only good a few things, aye?	1	stereotype	passive
933	A woman reinforces the trope of women as hysterical while calling sexual assault allegations witch hunts (wrong all… https://t.co/bsKm80lf9L	1	stereotype	passive
